Admit ID,Trial % Present,Trial Last Internal Rating,Trial Avg TRACK Score,Trial Techability Score,Trial Learnability Score,Trial Communicability Score,Practice Head,RFP % Present,RFP Last Status,RFP Last Internal Rating,RFP Last TRACK Score,RFP Tech Ability,RFP- Learnability,RFP-Communicability,RFP Avg TRACK Score,Last Graduation,Year,TechCategory
CIC062022-12255,100.00%,Meets expectations,3.76,0.76,,,Ashish,78.43%,Need More Help,Improvement needed,3.6,1.274,1.39,0.82,3.48,B.E. / B.TECH Non IT,2016,
CIC052022-12076,86.67%,Meets expectations,4.04,0.97,,,Ashish,50.00%,Need Less Help,Meets expectations,3.62,1.4,1.4,0.76,3.56,B.E. / B.TECH CS,2022,
CIC072022-12451,100.00%,Meets expectations,4.7,1,,,Ashish,92.16%,Need No Help,Meets expectations,3.91,1.486666667,1.536666667,0.81,3.83,B.E. / B.TECH CS,2022,FullStack
CIC072022-12432,90.91%,Meets expectations,3.48,0.69,,,Ashish,39.22%,,,0,0.7875,1.17,0.63,2.59,B.E. / B.TECH IT,2020,
CIC062022-12405,100.00%,Meets expectations,3.67,0.79,,,Ashish,0.00%,,,0,,,,,B.E. / B.TECH IT,2021,
CIC062022-12383,92.31%,Meets expectations,3.72,0.7,,,Ashish,80.39%,Need Less Help,Meets expectations,3.85,1.48375,1.473333333,0.78,3.74,B.E. / B.TECH,2022,AdvTech-2
CIC052022-12012,78.57%,Meets expectations,2.96,0.66,,,Ashish,0.00%,,,0,,,,,B.E. / B.TECH,2022,
CIC062022-12377,91.67%,Improvement needed,3.58,0.76,,,Ashish,78.43%,Need More Help,Improvement needed,3.66,1.267916667,1.378333333,0.79,3.44,B.E. / B.TECH CS,2022,FullStack
CIC072022-12490,100.00%,Meets expectations,3.42,0.63,,,Ashish,70.00%,Need More Help,Improvement needed,3.54,1.226,1.46,0.666,3.35,B.E. / B.TECH,2020,BasicTech
CIC072022-12487,92.31%,Improvement needed,2.97,0.56,,,Ashish,85.00%,Need More Help,Improvement needed,3.72,1.286,1.528,0.676,3.49,BSc,2018,AdvTech-2
CIC062022-12309,100.00%,Improvement needed,3.8,0.85,,,Ashish,66.67%,Need Less Help,Meets expectations,3.8,1.14,1.145,0.56,2.85,B.E. / B.TECH,2022,
CIC072022-12497,100.00%,Improvement needed,2.74,0.59,,,Ashish,0.00%,,,0,,,,,B.E. / B.TECH Non IT,2019,
CIC072022-12431,100.00%,Meets expectations,3.96,1,,,Sunil,94.12%,Need Less Help,Meets expectations,3.51,1.24375,1.405,0.97,3.62,B.E. / B.TECH,2019,BasicTech
CIC072022-12518,100.00%,Meets expectations,3.47,0.79,,,Ashish,17.65%,,,0,,,,,B.E. / B.TECH Non IT,2019,
CIC072022-12495,92.31%,Meets expectations,3.33,0.67,,,Ashish,78.33%,Need More Help,Improvement needed,3.18,1.168,1.614,0.528,3.31,B.E. / B.TECH,2022,BasicTech
CIC072022-12458,100.00%,Meets expectations,3.81,0.94,,,Ashish,92.16%,Need Less Help,Meets expectations,3.86,1.373333333,1.471666667,0.7683333333,3.61,B.E. / B.TECH Non IT,2021,FullStack
CIC062022-12341,100.00%,Meets expectations,3.87,0.65,,,Ashish,66.67%,Need More Help,Improvement needed,3.5,1.136,1.454,0.552,3.14,B.E. / B.TECH,2022,BasicTech
CIC072022-12445,92.86%,Meets expectations,3.8,0.91,,,Ashish,40.00%,,,0,,,,,Other,2021,
CIC062022-12263,92.31%,Improvement needed,1.43,0.41,,,,,,,,,,,,B.E. / B.TECH Non IT,2021,
CIC062022-12260,76.92%,Improvement needed,1.82,0.42,,,,,,,,,,,,B.E. / B.TECH Non IT,2021,
CIC062022-12368,100.00%,Meets expectations,3.04,0.6,,,,,,,,,,,,MCA,2019,
CIC072022-12447,100.00%,Meets expectations,3.88,0.85,,,Sunil,95.92%,Need More Help,Improvement needed,3.43,1.48,1.445,0.745,3.67,B.E. / B.TECH,2019,AdvTech-2
CIC072022-12418,100.00%,Meets expectations,3.84,0.91,,,Sunil,97.50%,Need More Help,Meets expectations,3.19,1.2,1.22,0.7,3.12,BSc,2020,BasicTech
CIC062022-12299,100.00%,Meets expectations,3.94,0.94,,,Sunil,25.00%,,,0,,,,,B.E. / B.TECH,2020,
CIC072022-12435,100.00%,Meets expectations,3.5,0.73,,,,,,,,,,,,B.E. / B.TECH Non IT,2019,
CIC072022-12428,100.00%,Meets expectations,3.87,0.88,,,Sunil,87.50%,Need Less Help,Meets expectations,3.79,1.4,1.43,0.93,3.75,B.E. / B.TECH,2021,FullStack
CIC072022-12440,92.86%,Meets expectations,3.75,0.82,,,Sunil,97.50%,Need Less Help,Meets expectations,3.72,1.4,1.36,0.93,3.69,B.E. / B.TECH,2021,FullStack
CIC072022-12507,100.00%,Meets expectations,4.04,0.91,,,Gunjan,21.54%,,,0,1.16,1.19,0.56,2.91,B.E. / B.TECH,2018,
CIC072022-12459,100.00%,Meets expectations,3.89,0.79,,,Sunil,7.50%,,,0,,,,,B.E. / B.TECH,2022,
CIC072022-12557,72.73%,Improvement needed,3.34,0.7,,,,,,,,,,,,B.E. / B.TECH,2022,
CIC072022-12569,100.00%,Improvement needed,3.31,0.7,,,Sunil,75.68%,Need More Help,Improvement needed,3.0675,1.2895,1.314,0.652,3.26,B.E. / B.TECH,2020,
CIC062022-12375,100.00%,Improvement needed,3.39,0.7,,,,,,,,,,,,B.E. / B.TECH,2022,
CIC072022-12565,90.91%,Improvement needed,3.08,0.7,,,Sunil,77.50%,Need Less Help,Improvement needed,3.07,1.116666667,1.213333333,0.63,2.96,B.E. / B.TECH,2018,
CIC072022-12482,100.00%,Unsatisfactory,2.96,0.7,,,Sunil,80.00%,Need More Help,Improvement needed,3.08,1.026666667,0.9566666667,0.4433333333,2.43,BSc,2019,
CIC072022-12505,92.86%,Meets expectations,3.26,0.73,,,Sunil,52.50%,Need Less Help,Improvement needed,3.01,0.98,1.4,0.63,3.01,B.E. / B.TECH,2021,
CIC072022-12523,94.12%,Meets expectations,3.91,0.75,,,Ashish,100.00%,,,,1.753333333,1.76,0.92,4.43,B.E. / B.TECH,2020,FullStack
CIC072022-12524,100.00%,Improvement needed,3.31,0.7,,,Sunil,87.50%,Need Less Help,Meets expectations,3.48,1.026666667,1.09,0.4433333333,2.56,B.E. / B.TECH,2021,
CIC062022-12402,100.00%,Improvement needed,3.32,0.7,,,Ashish,34.48%,,,0,0.9625,1.065,0.59,2.62,Diploma,2022,
CIC072022-12515,100.00%,Improvement needed,3.74,0.85,,,Sunil,0.00%,Need More Help,Improvement needed,0,,,,,B.E. / B.TECH,2015,BasicTech
CIC072022-12513,88.24%,Improvement needed,3.37,0.59,,,Sunil,100.00%,Need Less Help,Meets expectations,4.16,1.36,1.383333333,0.76,3.5,B.E. / B.TECH,2020,
CIC072022-12530,90.91%,Improvement needed,3.25,0.7,,,Sunil,60.00%,Need Less Help,Meets expectations,3.79,1.115,1.245,0.585,2.95,B.E. / B.TECH,2021,
CIC072022-12558,100.00%,Improvement needed,3.36,0.7,,,Ashish,100.00%,Need Less Help,Meets expectations,4.34,1.7,1.753333333,0.8666666667,4.32,B.E. / B.TECH,2022,FullStack
CIC072022-12529,100.00%,Improvement needed,3.39,0.7,,,Sunil,95.65%,Need More Help,Improvement needed,3.5925,1.3125,1.52,0.76,3.59,B.E. / B.TECH,2022,
CIC072022-12499,100.00%,Meets expectations,3.96,0.91,,,Sunil,80.00%,Need Less Help,Meets expectations,3.59,1.003333333,1.18,0.6,2.78,B.E. / B.TECH,2022,
CIC072022-12533,88.24%,Improvement needed,3.64,0.66,,,Sunil,100.00%,Need More Help,Unsatisfactory,2.8,1.073333333,1.19,0.5833333333,2.85,B.E. / B.TECH,2022,
CIC072022-12568,100.00%,Meets expectations,3.92,0.75,,,Sunil,30.91%,,,0,,,,,B.E. / B.TECH,2022,
